ID;Nivel;Comunidad Autonoma;Grupo;Familia;Taxon;Nombre publicado con errata;Otro nombre publicado;Nombre asignado según Anthos;Estado;Categoria;Boletin Oficial;Numero;Fecha;Páginas;Poblacion referida,
2144;Autonómico;Comunitat Valenciana;Magnoliopsida;Molluginaceae;Glinus lotoides;;;Glinus lotoides;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2145;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Goodyera repens;;;Goodyera repens;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2146;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Gymnadenia conopsea;;;Gymnadenia conopsea;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2147;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Gypsophila tomentosa;;;Gypsophila tomentosa;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2148;Autonómico;Comunitat Valenciana;Magnoliopsida;Cistaceae;Halimium halimifolium;;;Halimium halimifolium;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2149;Autonómico;Comunitat Valenciana;Magnoliopsida;Amaranthaceae;Halocnemum strobilaceum;;;Halocnemum strobilaceum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2150;Autonómico;Comunitat Valenciana;Magnoliopsida;Asteraceae;Hedypnois arenaria;;;Hedypnois arenaria;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2151;Autonómico;Comunitat Valenciana;Magnoliopsida;Cistaceae;Helianthemum almeriense;;;Helianthemum almeriense;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2152;Autonómico;Comunitat Valenciana;Magnoliopsida;Cistaceae;Helianthemum angustatum;;;Helianthemum angustatum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2153;Autonómico;Comunitat Valenciana;Magnoliopsida;Cistaceae;Helianthemum viscarium;;;Helianthemum viscarium;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2154;Autonómico;Comunitat Valenciana;Magnoliopsida;Apiaceae;Hydrocotyle vulgaris;;;Hydrocotyle vulgaris;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2155;Autonómico;Comunitat Valenciana;Magnoliopsida;Hypericaceae;Hypericum androsaemum;;;Hypericum androsaemum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2156;Autonómico;Comunitat Valenciana;Magnoliopsida;Aquifoliaceae;Ilex aquifolium;;;Ilex aquifolium;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;Poblaciones naturales,
2157;Autonómico;Comunitat Valenciana;Magnoliopsida;Campanulaceae;Jasione sessiliflora sessiliflora;;;Jasione sessiliflora;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2158;Autonómico;Comunitat Valenciana;Liliopsida;Juncaceae;Juncus capitatus;;;Juncus capitatus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2159;Autonómico;Comunitat Valenciana;Liliopsida;Juncaceae;Juncus pygmaeus;;;Juncus pygmaeus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2160;Autonómico;Comunitat Valenciana;Magnoliopsida;Apiaceae;Kundmannia sicula;;;Kundmannia sicula;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2161;Autonómico;Comunitat Valenciana;Magnoliopsida;Plantaginaceae;Lafuentea rotundifolia;;;Lafuentea rotundifolia;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2162;Autonómico;Comunitat Valenciana;Magnoliopsida;Apiaceae;Laserpitium nestleri;;;Laserpitium nestleri;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2163;Autonómico;Comunitat Valenciana;Magnoliopsida;Lauraceae;Laurus nobilis;;;Laurus nobilis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;Poblaciones con alto grado de naturalidad,
2164;Autonómico;Comunitat Valenciana;Magnoliopsida;Malvaceae;Lavatera mauritanica;;;Lavatera mauritanica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2165;Autonómico;Comunitat Valenciana;Magnoliopsida;Brassicaceae;Lepidium subulatum;;;Lepidium subulatum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2166;Autonómico;Comunitat Valenciana;Magnoliopsida;Asteraceae;Leucanthemum decipiens;;;Mauranthemum decipiens;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2167;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Limodorum trabutianum;;;Limodorum trabutianum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2168;Autonómico;Comunitat Valenciana;Magnoliopsida;Plumbaginaceae;Limonium rigualii;;;Limonium rigualii;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2169;Autonómico;Comunitat Valenciana;Magnoliopsida;Plumbaginaceae;Limonium santapolense;;;Limonium santapolense;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2170;Autonómico;Comunitat Valenciana;Magnoliopsida;Plumbaginaceae;Limonium scopulorum;;;Limonium delicatulum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2171;Autonómico;Comunitat Valenciana;Magnoliopsida;Plumbaginaceae;Limonium thiniense;;;Limonium thiniense;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2172;Autonómico;Comunitat Valenciana;Magnoliopsida;Plantaginaceae;Linaria amethystea;;;Linaria amethystea;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2173;Autonómico;Comunitat Valenciana;Magnoliopsida;Plantaginaceae;Linaria depauperata hegelmaieri;;;Linaria depauperata hegelmaieri;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2174;Autonómico;Comunitat Valenciana;Magnoliopsida;Plantaginaceae;Linaria oligantha valentina;;;Linaria oligantha valentina;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2175;Autonómico;Comunitat Valenciana;Magnoliopsida;Plantaginaceae;Linaria spartea;;;Linaria spartea;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2176;Autonómico;Comunitat Valenciana;Magnoliopsida;Brassicaceae;Lobularia maritima columbretensis;;;Lobularia maritima columbretensis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2177;Autonómico;Comunitat Valenciana;Magnoliopsida;Caprifoliaceae;Lonicera pyrenaica;;;Lonicera pyrenaica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2178;Autonómico;Comunitat Valenciana;Magnoliopsida;Caprifoliaceae;Lonicera splendida;;;Lonicera splendida;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2179;Autonómico;Comunitat Valenciana;Magnoliopsida;Primulaceae;Lysimachia vulgaris;;;Lysimachia vulgaris;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2180;Autonómico;Comunitat Valenciana;Magnoliopsida;Lythraceae;Lythrum tribracteatum;;;Lythrum tribracteatum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2181;Autonómico;Comunitat Valenciana;Magnoliopsida;Malvaceae;Malva aegyptia;;;Malva aegyptia;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2182;Autonómico;Comunitat Valenciana;Magnoliopsida;Fabaceae;Melilotus siculus;;;Melilotus siculus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2183;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Micromeria rodriguezii;;;Micromeria microphylla;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2184;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Minuartia dichotoma;;;Minuartia dichotoma;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2185;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Minuartia valentina;;;Minuartia valentina;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2186;Autonómico;Comunitat Valenciana;Magnoliopsida;Ericaceae;Monotropa hypopitys;;;Monotropa hypopitys;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2187;Autonómico;Comunitat Valenciana;Magnoliopsida;Tamaricaceae;Myricaria germanica;;;Myricaria germanica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2188;Autonómico;Comunitat Valenciana;Liliopsida;Amaryllidaceae;Narcissus pallidulus;;;Narcissus triandrus pallidulus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2189;Autonómico;Comunitat Valenciana;Liliopsida;Poaceae;Nardus stricta;;;Nardus stricta;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2190;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Nepeta tuberosa reticulata;;;Nepeta tuberosa;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2191;Autonómico;Comunitat Valenciana;Polypodiopsida;Pteridaceae;Notholaena marantae;Notholaena maranthae;;Notholaena marantae;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2192;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Ophrys ficalhoana;;;Ophrys tenthredinifera;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2193;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Ophrys riojana;;;Ophrys sphegodes;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2194;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Ophrys santonica;;;Ophrys scolopax;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2195;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Ophrys sphegodes;;;Ophrys sphegodes;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2196;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Aceras anthropophorum;Aceras antropophorum;Orchis anthropophora;Aceras anthropophorum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2197;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Orchis italica;;;Orchis italica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2198;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Orchis langei;;;Orchis langei;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2199;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche arenaria;;;Orobanche arenaria;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2200;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche ballotae;;;Orobanche ballotae;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2201;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche foetida;;;Orobanche foetida;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2202;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche lavandulacea;;;Orobanche lavandulacea;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2203;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche olbiensis;;;Orobanche olbiensis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2204;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche portoilicitana;;;Phelipanche portoilicitana;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2205;Autonómico;Comunitat Valenciana;Magnoliopsida;Orobanchaceae;Orobanche rosmarina;;;Orobanche rosmarina;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2206;Autonómico;Comunitat Valenciana;Magnoliopsida;Ericaceae;Orthilia secunda;;;Orthilia secunda;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2207;Autonómico;Comunitat Valenciana;Magnoliopsida;Asteraceae;Otanthus maritimus;;;Achillea maritima;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2208;Autonómico;Comunitat Valenciana;Magnoliopsida;Polygonaceae;Persicaria bistorta;;;Polygonum bistorta;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2209;Autonómico;Comunitat Valenciana;Liliopsida;Poaceae;Phleum arenarium;;;Phleum arenarium;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2210;Autonómico;Comunitat Valenciana;Magnoliopsida;Asteraceae;Pilosella vahlii;;;Pilosella vahlii;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2211;Autonómico;Comunitat Valenciana;Pinopsida;Pinaceae;Pinus rhaetica;;;Pinus rhaetica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2212;Autonómico;Comunitat Valenciana;Magnoliopsida;Crassulaceae;Pistorinia hispanica;;;Pistorinia hispanica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2213;Autonómico;Comunitat Valenciana;Magnoliopsida;Plantaginaceae;Plantago loeflingii;;;Plantago loeflingii;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2214;Autonómico;Comunitat Valenciana;Magnoliopsida;Polygonaceae;Polygonum maritimum;;;Polygonum maritimum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2215;Autonómico;Comunitat Valenciana;Magnoliopsida;Salicaceae;Populus canescens;;;Populus canescens;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2216;Autonómico;Comunitat Valenciana;Liliopsida;Potamogetonaceae;Potamogeton coloratus;;;Potamogeton coloratus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2217;Autonómico;Comunitat Valenciana;Magnoliopsida;Rosaceae;Potentilla supina;;;Potentilla supina;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2218;Autonómico;Comunitat Valenciana;Magnoliopsida;Ericaceae;Pyrola chlorantha;;;Pyrola chlorantha;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2219;Autonómico;Comunitat Valenciana;Magnoliopsida;Fagaceae;Quercus cerrioides;;;Quercus pubescens;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2220;Autonómico;Comunitat Valenciana;Magnoliopsida;Fagaceae;Quercus pyrenaica;;;Quercus pyrenaica;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2221;Autonómico;Comunitat Valenciana;Magnoliopsida;Linaceae;Radiola linoides;;;Radiola linoides;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2222;Autonómico;Comunitat Valenciana;Magnoliopsida;Salicaceae;Salix caprea;;;Salix caprea;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2223;Autonómico;Comunitat Valenciana;Magnoliopsida;Apiaceae;Sanicula europaea;;;Sanicula europaea;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2224;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Saponaria glutinosa;;;Saponaria glutinosa;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2225;Autonómico;Comunitat Valenciana;Magnoliopsida;Saxifragaceae;Saxifraga carpetana;;;Saxifraga carpetana;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2226;Autonómico;Comunitat Valenciana;Magnoliopsida;Saxifragaceae;Saxifraga dichotoma;;;Saxifraga dichotoma;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2227;Autonómico;Comunitat Valenciana;Magnoliopsida;Asteraceae;Senecio auricula;;;Senecio auricula;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2228;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Sideritis chamaedryfolia chamaedryfolia;;;Sideritis chamaedryfolia;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2229;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Sideritis leucantha bourgaeana;Sideritis leucantha bourgeana;;Sideritis bourgaeana;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2230;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Sideritis murgetana littoralis;;;Sideritis leucantha;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2231;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Silene otites;;;Silene otites;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2232;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Silene pseudoatocion;Silene pseudatocion;;Silene pseudoatocion;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;Poblaciones naturales, no derivadas de asilvestramiento
2233;Autonómico;Comunitat Valenciana;Magnoliopsida;Caryophyllaceae;Silene viridiflora;;;Silene viridiflora;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2234;Autonómico;Comunitat Valenciana;Magnoliopsida;Rosaceae;Sorbus torminalis;;;Sorbus torminalis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2235;Autonómico;Comunitat Valenciana;Liliopsida;Orchidaceae;Spiranthes spiralis;;;Spiranthes spiralis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2236;Autonómico;Comunitat Valenciana;Magnoliopsida;Apiaceae;Stoibrax dichotomum;;;Stoibrax dichotomum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2237;Autonómico;Comunitat Valenciana;Pinopsida;Taxaceae;Taxus baccata;;;Taxus baccata;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2238;Autonómico;Comunitat Valenciana;Magnoliopsida;Brassicaceae;Teesdalia coronopifolia;;;Teesdalia coronopifolia;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2239;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Teucrium edetanum;;;Teucrium edetanum;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2240;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Teucrium pugionifolium;;;Teucrium pugionifolium;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2241;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Thymbra capitata;;;Thymbra capitata;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2242;Autonómico;Comunitat Valenciana;Magnoliopsida;Thymelaeaceae;Thymelaea subrepens;;;Thymelaea subrepens;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2243;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Thymus membranaceus;;;Thymus membranaceus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2244;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Thymus serpylloides gadorensis;;;Thymus serpylloides gadorensis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2245;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Thymus vulgaris mansanetianus;;;Thymus vulgaris mansanetianus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2246;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Thymus willkommii;;;Thymus willkommii;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2247;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Thymus zygis sylvestris;;;Thymus zygis sylvestris;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2248;Autonómico;Comunitat Valenciana;Magnoliopsida;Brassicaceae;Vella spinosa;;;Vella spinosa;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2249;Autonómico;Comunitat Valenciana;Magnoliopsida;Campanulaceae;Wahlenbergia nutabunda;;;Wahlenbergia lobelioides nutabunda;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2250;Autonómico;Comunitat Valenciana;Liliopsida;Araceae;Wolffia arrhiza;;;Wolffia arrhiza;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2251;Autonómico;Comunitat Valenciana;Liliopsida;Potamogetonaceae;Zannichellia peltata;;;Zannichellia peltata;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2252;Autonómico;Comunitat Valenciana;Magnoliopsida;Lamiaceae;Ziziphora aragonensis;;;Ziziphora aragonensis;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2253;Autonómico;Comunitat Valenciana;Magnoliopsida;Rhamnaceae;Ziziphus lotus;;;Ziziphus lotus;Vigente;Vigilada;DOGV;9285;24 de febrero de 2022;12677-12687;,
2254;Nacional;España;Magnoliopsida;Fabaceae;Adenocarpus ombriosus;;;Adenocarpus ombriosus;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2255;Nacional;España;Magnoliopsida;Crassulaceae;Aeonium balsamiferum;;;Aeonium balsamiferum;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2256;Nacional;España;Magnoliopsida;Crassulaceae;Aeonium gomerense;;;Aeonium gomerense;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2257;Nacional;España;Magnoliopsida;Crassulaceae;Aeonium saundersii;;;Aeonium saundersii;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2258;Nacional;España;Liliopsida;Amaryllidaceae;Allium grosii;Allium grosi;;Allium grosii;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2259;Nacional;España;Magnoliopsida;Brassicaceae;Alyssum fastigiatum;;;Alyssum montanum;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2260;Nacional;España;Magnoliopsida;Fabaceae;Anagyris latifolia;;;Anagyris latifolia;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2261;Nacional;España;Liliopsida;Colchicaceae;Androcymbium europaeum;;;Androcymbium europaeum;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2262;Nacional;España;Liliopsida;Colchicaceae;Androcymbium hierrense;;;Androcymbium hierrense;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2263;Nacional;España;Liliopsida;Colchicaceae;Androcymbium psammophilum;;;Androcymbium psammophilum;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2264;Nacional;España;Magnoliopsida;Primulaceae;Androsace cylindrica;;;Androsace cylindrica;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2265;Nacional;España;Magnoliopsida;Primulaceae;Androsace pyrenaica;;;Androsace pyrenaica;Vigente;Vulnerable;BOE;46;23 de febrero de 2011;20912-20951;,
2266;Nacional;España;Magnoliopsida;Fabaceae;Anthyllis hystrix;Anthylis hystrix;;Anthyllis hystrix;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2267;Nacional;España;Magnoliopsida;Plantaginaceae;Antirrhinum charidemi;;;Antirrhinum charidemi;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2268;Nacional;España;Magnoliopsida;Plantaginaceae;Antirrhinum lopesianum;Anthirrhinum lopesianum;;Antirrhinum lopesianum;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2269;Nacional;España;Magnoliopsida;Apiaceae;Apium bermejoi;;;Apium bermejoi;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2270;Nacional;España;Magnoliopsida;Apiaceae;Apium repens;;;Apium repens;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2271;Nacional;España;Magnoliopsida;Ranunculaceae;Aquilegia paui;;;Aquilegia vulgaris paui;Vigente;En peligro de extinción;BOE;211;3 de septiembre de 2015;77925-77929;,
2272;Nacional;España;Magnoliopsida;Ranunculaceae;Aquilegia pyrenaica cazorlensis;;;Aquilegia pyrenaica cazorlensis;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2273;Nacional;España;Magnoliopsida;Caryophyllaceae;Arenaria alfacarensis;;;Arenaria alfacarensis;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2274;Nacional;España;Magnoliopsida;Caryophyllaceae;Arenaria nevadensis;;;Arenaria nevadensis;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2275;Nacional;España;Magnoliopsida;Asteraceae;Argyranthemum lidii;Argyranthemum lidi;;Argyranthemum lidii;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2276;Nacional;España;Magnoliopsida;Asteraceae;Argyranthemum sundingii;;;Argyranthemum sundingii;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2277;Nacional;España;Magnoliopsida;Asteraceae;Argyranthemum winteri;;;Argyranthemum winteri;Vigente;Vulnerable;BOE;46;23 de febrero de 2011;20912-20951;,
2278;Nacional;España;Magnoliopsida;Plumbaginaceae;Armeria euscadiensis;;;Armeria euscadiensis;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2279;Nacional;España;Magnoliopsida;Plumbaginaceae;Armeria velutina;;;Armeria velutina;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2280;Nacional;España;Magnoliopsida;Asteraceae;Artemisia granatensis;;;Artemisia granatensis;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2281;Nacional;España;Liliopsida;Asparagaceae;Asparagus fallax;;;Asparagus fallax;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2282;Nacional;España;Polypodiopsida;Aspleniaceae;Asplenium hemionitis;;;Asplenium hemionitis;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2283;Nacional;España;Magnoliopsida;Asteraceae;Aster pyrenaeus;;;Aster pyrenaeus;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2284;Nacional;España;Magnoliopsida;Fabaceae;Astragalus nitidiflorus;;;Astragalus nitidiflorus;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
2285;Nacional;España;Magnoliopsida;Fabaceae;Astragalus tremolsianus;;;Astragalus tremolsianus;Vigente;En régimen de protección especial;BOE;46;23 de febrero de 2011;20912-20951;,
2286;Nacional;España;Magnoliopsida;Asteraceae;Atractylis arbuscula;;;Atractylis arbuscula;Vigente;En peligro de extinción;BOE;46;23 de febrero de 2011;20912-20951;,
